transaction_id,customer_id,first_name,last_name,transaction_date,transaction_year,transaction_month,transaction_day,signup_date,signup_year,signup_month,signup_day,amount,country,clean_currency,transaction_type,merchant_category,payment_method,issuing_bank,status,fraud_flag,account_balance
TXN101048,CUST1534,Joseph,Haynes,"2024-08-11 00:00:00",2024,8,11,"2025-02-14 00:00:00",2025,2,14,1832.38,Japan,JPY,purchase,Unknown,Cash,RCBC,Unknown,0,238787.60
TXN105380,CUST1632,Carly,Quinn,"2024-05-21 19:15:00",2024,5,21,"2022-10-21 00:00:00",2022,10,21,237.92,Japan,JPY,transfer,Groceries,"Credit Card",Unknown,Unknown,0,147377.90
TXN105560,CUST1753,Gabriella,Lane,"2024-12-10 13:45:00",2024,12,10,"2024-02-09 00:00:00",2024,2,9,2288.77,"United States",USD,fee,Entertainment,PayMaya,Unknown,Unknown,0,194146.78
TXN100846,CUST1303,Brian,Marsh,"2026-04-28 00:00:00",2026,4,28,"2024-06-18 00:00:00",2024,6,18,528.52,"United States",USD,fee,Groceries,Cash,Landbank,Completed,0,200117.71
TXN100251,CUST1044,Martin,Ross,"2023-09-23 00:00:00",2023,9,23,"2024-07-14 00:00:00",2024,7,14,1464.54,Japan,JPY,deposit,Other,Cash,DBS,Reversed,0,NULL
TXN103034,CUST1796,Bryan,Burns,"2025-03-22 10:04:00",2025,3,22,"2025-01-31 00:00:00",2025,1,31,2843.60,Japan,JPY,deposit,Insurance,PayMaya,Metrobank,Completed,1,43333.71
TXN101027,CUST1740,David,Hansen,"2026-04-06 00:00:00",2026,4,6,"2022-12-20 00:00:00",2022,12,20,778.74,"United States",USD,Unknown,Groceries,"Bank Transfer",Unknown,Completed,Unknown,186026.68
TXN100806,CUST1226,Rebecca,Hill,"2024-03-23 00:00:00",2024,3,23,"2025-05-14 00:00:00",2025,5,14,151.13,Philippines,PHP,transfer,Other,PayMaya,BPI,Unknown,0,87750.96
TXN101552,CUST1193,Matthew,Wright,"2026-04-18 00:00:00",2026,4,18,"2023-11-10 00:00:00",2023,11,10,217.38,Japan,JPY,Unknown,Groceries,"Bank Transfer",Chase,Completed,0,6095.26
TXN100031,CUST1156,Kristy,Reid,"2025-12-04 20:17:00",2025,12,4,"2022-09-29 00:00:00",2022,9,29,435.46,Singapore,SGD,Unknown,Utilities,"credit card",DBS,Completed,Unknown,246728.29
TXN100715,CUST1176,Susan,Smith,"2024-01-12 00:00:00",2024,1,12,"2024-08-20 00:00:00",2024,8,20,304.17,Philippines,PHP,purchase,"ATM Withdrawal","Credit Card",Landbank,Reversed,0,17821.25
TXN102384,CUST1788,Henry,Gray,"2024-06-17 06:39:00",2024,6,17,"2022-12-08 00:00:00",2022,12,8,-340.90,"United States",USD,refund,Fashion,"Credit Card",UnionBank,failed,0,146035.16
TXN105630,CUST1107,Joshua,II,"2023-08-15 00:00:00",2023,8,15,"2025-03-01 00:00:00",2025,3,1,768.91,Philippines,PHP,Unknown,"P2P Transfer",GCash,Unknown,Completed,1,90349.37
TXN105836,CUST1133,Victor,Brown,"2023-10-14 00:00:00",2023,10,14,"2022-11-18 00:00:00",2022,11,18,2038.06,"United States",USD,purchase,Insurance,"Debit Card",RCBC,Completed,Unknown,NULL
TXN105024,CUST1591,Jaime,Pierce,"2024-08-08 00:00:00",2024,8,8,"2022-07-04 00:00:00",2022,7,4,3153.68,"United States",USD,fee,Electronics,Cash,RCBC,Unknown,0,10549.40
TXN105194,CUST1479,Erica,Moon,"2025-05-20 00:00:00",2025,5,20,"2022-08-04 00:00:00",2022,8,4,102.44,Philippines,PHP,deposit,Unknown,"Credit Card",DBS,Completed,0,231423.31
TXN103459,CUST1298,Paul,Sheppard,"2024-12-08 00:00:00",2024,12,8,"2023-04-13 00:00:00",2023,4,13,-146.49,"United States",USD,refund,Dining,"Debit Card",Chase,Failed,0,202745.66
TXN104377,CUST1466,Stephanie,Ferguson,"2024-07-17 00:00:00",2024,7,17,"2022-08-05 00:00:00",2022,8,5,-326.15,Philippines,PHP,refund,Fashion,"Bank Transfer",Chase,Unknown,0,124690.26
TXN101044,CUST1070,Jeffrey,Wood,"2024-05-05 20:33:00",2024,5,5,"2024-01-09 00:00:00",2024,1,9,428.79,"United States",USD,withdrawal,Investment,Cash,BPI,Completed,0,98946.73
TXN102144,CUST1798,Paige,Guerrero,"2024-07-30 00:00:00",2024,7,30,"2024-10-27 00:00:00",2024,10,27,-1709.26,Philippines,PHP,refund,Other,Cash,Metrobank,Completed,0,128462.25
TXN102489,CUST1351,Amber,Morales,"2026-05-08 00:00:00",2026,5,8,"2023-08-26 00:00:00",2023,8,26,-617.73,Singapore,SGD,refund,Other,E-Wallet,RCBC,Completed,0,NULL
TXN103244,CUST1683,Jonathan,Jenkins,"2023-09-19 12:40:00",2023,9,19,"2024-12-20 00:00:00",2024,12,20,-2452.25,Singapore,SGD,refund,Entertainment,Cash,UnionBank,Completed,0,77806.86
TXN103191,CUST1753,Gabriella,Lane,"2023-01-28 21:42:00",2023,1,28,"2024-02-09 00:00:00",2024,2,9,2046.29,Unknown,Unknown,transfer,Fuel,Cash,Unknown,Completed,Unknown,117968.70
TXN104502,CUST1467,Michael,Gonzalez,"2024-05-10 11:22:00",2024,5,10,"2025-06-10 00:00:00",2025,6,10,-779.57,"United States",USD,refund,"ATM Withdrawal","Debit Card",UnionBank,Completed,0,66209.22
TXN104584,CUST1768,Denise,Thompson,"2023-11-02 00:00:00",2023,11,2,"2023-03-15 00:00:00",2023,3,15,2282.58,"United States",USD,purchase,Other,E-Wallet,Unknown,failed,0,126142.44
TXN103987,CUST1201,Caleb,Hernandez,"2024-09-18 15:30:00",2024,9,18,"2023-09-19 00:00:00",2023,9,19,317.19,Japan,JPY,purchase,Healthcare,E-Wallet,Unknown,Reversed,0,37812.55
TXN100330,CUST1147,Douglas,Gregory,"2025-08-30 00:00:00",2025,8,30,"2023-04-11 00:00:00",2023,4,11,511.27,Unknown,Unknown,purchase,dining,"Debit Card",Unknown,Unknown,0,136116.44
TXN105471,CUST1235,Brian,Martin,"2025-07-25 00:00:00",2025,7,25,"2022-07-21 00:00:00",2022,7,21,1480.13,"United States",USD,withdrawal,Groceries,"Debit Card",BDO,Failed,0,127713.58
TXN103510,CUST1665,Michael,Mckinney,"2023-02-05 00:00:00",2023,2,5,"2025-07-08 00:00:00",2025,7,8,721.95,Singapore,SGD,purchase,Groceries,E-Wallet,Landbank,Completed,Unknown,129648.64
TXN100861,CUST1215,Todd,Fischer,"2023-06-30 00:00:00",2023,6,30,"2022-08-30 00:00:00",2022,8,30,-2667.35,Japan,JPY,refund,dining,"Bank Transfer",UnionBank,failed,Unknown,23701.16
TXN101198,CUST1365,Steven,Ramos,"2025-04-06 00:00:00",2025,4,6,"2022-12-07 00:00:00",2022,12,7,-1309.43,Philippines,PHP,refund,"ATM Withdrawal",Cash,OCBC,Pending,Unknown,12522.41
TXN103951,CUST1792,MEGAN,SANDERS,"2025-09-07 00:00:00",2025,9,7,"2024-07-27 00:00:00",2024,7,27,192.65,Philippines,PHP,withdrawal,Groceries,GCash,UnionBank,Completed,0,15488.26
TXN101088,CUST1695,Kim,James,"2025-07-28 00:00:00",2025,7,28,"2025-07-20 00:00:00",2025,7,20,-5326.91,Philippines,PHP,refund,Fashion,"Debit Card",Metrobank,Reversed,0,35567.97
TXN104219,CUST1607,Samantha,Smith,"2023-09-23 00:00:00",2023,9,23,"2023-03-28 00:00:00",2023,3,28,-618.91,Philippines,PHP,refund,Investment,"credit card",Chase,Pending,1,62509.67
TXN102515,CUST1594,andrew,kelly,"2026-05-07 00:00:00",2026,5,7,"2023-04-27 00:00:00",2023,4,27,-700.81,Singapore,SGD,refund,Fuel,"Bank Transfer",Unknown,Failed,0,116264.36
TXN100003,CUST1699,Adam,Jones,"2026-06-01 20:10:00",2026,6,1,"2024-01-24 00:00:00",2024,1,24,514.12,Philippines,PHP,deposit,Education,Unknown,BDO,Completed,Unknown,216610.95
TXN103757,CUST1323,Raymond,Oconnor,"2024-01-06 00:00:00",2024,1,6,"2025-06-24 00:00:00",2025,6,24,448.59,"United States",USD,fee,Utilities,"Bank Transfer",BPI,Completed,0,167518.31
TXN103724,CUST1408,Sherry,Johnson,"2024-02-24 00:00:00",2024,2,24,"2023-05-18 00:00:00",2023,5,18,1159.65,Philippines,PHP,fee,Utilities,"Bank Transfer",BPI,failed,Unknown,121854.71
TXN105925,CUST1464,Melissa,Morse,"2024-07-08 00:00:00",2024,7,8,"2024-04-07 00:00:00",2024,4,7,671.93,"United States",USD,purchase,"Government Fees","Debit Card",UnionBank,failed,0,50612.38
TXN104040,CUST1359,Ashley,Garcia,"2023-12-16 00:00:00",2023,12,16,"2024-05-18 00:00:00",2024,5,18,301.96,Philippines,PHP,deposit,Investment,Cash,BPI,Pending,Unknown,141606.59
TXN102459,CUST1875,RONALD,MYERS,"2024-10-31 00:00:00",2024,10,31,"2025-01-30 00:00:00",2025,1,30,838.60,Philippines,PHP,purchase,Entertainment,"Debit Card",Chase,Pending,1,142517.01
TXN100549,CUST1714,Maria,Porter,"2025-08-08 00:00:00",2025,8,8,"2023-09-10 00:00:00",2023,9,10,529.95,Philippines,PHP,withdrawal,"Government Fees","Credit Card",Unknown,Failed,0,53669.62
TXN104777,CUST1881,Sandra,Nunez,"2024-01-06 00:00:00",2024,1,6,"2023-06-29 00:00:00",2023,6,29,1494.71,Japan,JPY,fee,Education,"Debit Card",Metrobank,Completed,0,9794.84
TXN104469,CUST1496,Matthew,Miller,"2025-04-17 00:00:00",2025,4,17,"2023-06-05 00:00:00",2023,6,5,766.97,Singapore,SGD,purchase,dining,"Credit Card",DBS,Completed,0,161513.73
TXN105530,CUST1713,Collin,Johnson,"2024-10-25 05:42:00",2024,10,25,"2023-11-12 00:00:00",2023,11,12,59.31,Unknown,Unknown,deposit,Fashion,PayMaya,UnionBank,Completed,Unknown,18634.20
TXN101471,CUST1632,Carly,Quinn,"2023-05-31 00:00:00",2023,5,31,"2022-10-21 00:00:00",2022,10,21,NULL,Unknown,Unknown,refund,Utilities,GCash,Metrobank,Pending,Unknown,55278.70
TXN101234,CUST1567,Adam,Davis,"2025-05-12 15:22:00",2025,5,12,"2025-04-03 00:00:00",2025,4,3,114.32,Singapore,SGD,purchase,Dining,"credit card",Chase,Failed,0,NULL
TXN101154,CUST1740,David,Hansen,"2025-11-12 00:00:00",2025,11,12,"2022-12-20 00:00:00",2022,12,20,555.92,"United States",USD,deposit,Groceries,E-Wallet,Landbank,Completed,1,102073.07
TXN101401,CUST1351,Amber,Morales,"2026-06-23 01:51:00",2026,6,23,"2023-08-26 00:00:00",2023,8,26,4293.80,Singapore,SGD,Unknown,Investment,GCash,RCBC,Reversed,0,145940.05
TXN100918,CUST1503,Anthony,Hooper,"2026-06-25 00:00:00",2026,6,25,"2023-06-05 00:00:00",2023,6,5,-607.34,Japan,JPY,refund,Unknown,"Bank Transfer",Metrobank,Failed,0,121431.72
TXN102348,CUST1133,Victor,Brown,"2026-02-21 00:00:00",2026,2,21,"2022-11-18 00:00:00",2022,11,18,3322.31,Singapore,SGD,deposit,Subscriptions,Cash,DBS,Failed,0,101900.93
TXN105207,CUST1871,MEGAN,BALLARD,"2023-09-06 00:00:00",2023,9,6,"2025-05-11 00:00:00",2025,5,11,1930.66,Philippines,PHP,transfer,Electronics,"Credit Card",Unknown,Completed,0,56362.36
TXN103660,CUST1483,Mitchell,Johnson,"2025-04-25 00:00:00",2025,4,25,"2022-10-02 00:00:00",2022,10,2,562.67,Singapore,SGD,transfer,Dining,E-Wallet,UnionBank,Unknown,Unknown,154622.87
TXN104811,CUST1823,ERIN,SILVA,"2023-06-04 00:00:00",2023,6,4,"2025-10-11 00:00:00",2025,10,11,NULL,"United States",USD,withdrawal,dining,E-Wallet,Chase,Reversed,Unknown,88889.30
TXN102601,CUST1464,MELISSA,MORSE,"2025-10-20 00:00:00",2025,10,20,"2024-04-07 00:00:00",2024,4,7,-8941.00,"United States",USD,refund,dining,"Debit Card",UnionBank,Reversed,0,73416.11
TXN105182,CUST1581,Douglas,Ortiz,"2024-09-12 00:00:00",2024,9,12,"2025-06-05 00:00:00",2025,6,5,651.16,Singapore,SGD,Unknown,Insurance,Cash,OCBC,Unknown,Unknown,3235.43
TXN101821,CUST1281,Alyssa,Nelson,"2024-09-29 00:00:00",2024,9,29,"2025-10-18 00:00:00",2025,10,18,1459.36,"United States",USD,withdrawal,Other,Cash,Metrobank,Completed,0,NULL
TXN100467,CUST1585,Jennifer,Wood,"2026-02-03 00:00:00",2026,2,3,"2025-01-27 00:00:00",2025,1,27,1769.75,"United States",USD,purchase,Fashion,GCash,Unknown,Reversed,0,6587.99
TXN101492,CUST1409,Thomas,Bush,"2026-01-03 00:00:00",2026,1,3,"2024-09-23 00:00:00",2024,9,23,627.39,Unknown,Unknown,withdrawal,dining,E-Wallet,OCBC,Completed,0,83740.28
TXN105823,CUST1335,Matthew,Wright,"2025-09-28 00:00:00",2025,9,28,"2024-04-25 00:00:00",2024,4,25,-1371.79,Philippines,PHP,refund,Groceries,"Debit Card",BDO,Completed,0,120586.94
TXN104170,CUST1595,Anna,Ross,"2025-10-30 00:00:00",2025,10,30,"2023-02-09 00:00:00",2023,2,9,52582.00,Philippines,PHP,purchase,Entertainment,Cash,RCBC,Completed,0,NULL
TXN104454,CUST1607,Samantha,Smith,"2023-08-25 00:00:00",2023,8,25,"2023-03-28 00:00:00",2023,3,28,1255.03,"United States",USD,withdrawal,dining,"Bank Transfer",DBS,Completed,0,190342.42
TXN104840,CUST1259,Kristin,Anderson,"2023-07-10 00:00:00",2023,7,10,"2025-09-24 00:00:00",2025,9,24,140.12,"United States",USD,fee,Dining,"Credit Card",BPI,Reversed,Unknown,239880.18
TXN103754,CUST1584,Christine,Henry,"2026-03-06 00:17:00",2026,3,6,"2024-06-16 00:00:00",2024,6,16,-1118.58,"United States",USD,refund,Travel,"Credit Card",Unknown,Pending,Unknown,NULL
TXN101888,CUST1544,Melissa,Olsen,"2026-03-01 00:00:00",2026,3,1,"2023-03-11 00:00:00",2023,3,11,2409.61,Philippines,PHP,fee,Other,GCash,RCBC,Pending,0,239429.10
TXN104770,CUST1104,Andrew,MD,"2024-02-11 00:00:00",2024,2,11,"2025-09-09 00:00:00",2025,9,9,-1669.25,Philippines,PHP,refund,Other,GCash,BDO,Completed,Unknown,192486.60
TXN103128,CUST1522,richard,avery,"2025-08-20 00:00:00",2025,8,20,"2025-04-22 00:00:00",2025,4,22,64967.00,Japan,JPY,deposit,Investment,"Debit Card",BDO,failed,0,49712.05
TXN102487,CUST1406,Matthew,Lopez,"2025-07-28 03:07:00",2025,7,28,"2025-02-28 00:00:00",2025,2,28,301.77,Singapore,SGD,Unknown,Subscriptions,E-Wallet,DBS,Pending,Unknown,91986.38
TXN104597,CUST1389,Brooke,Garcia,"2026-01-23 00:00:00",2026,1,23,"2025-01-11 00:00:00",2025,1,11,308.97,Philippines,PHP,purchase,Dining,"Debit Card",BPI,Failed,0,93312.69
TXN100021,CUST1519,Robert,Ortiz,"2025-04-16 00:00:00",2025,4,16,"2023-06-02 00:00:00",2023,6,2,1020.74,"United States",USD,transfer,dining,Unknown,OCBC,Failed,0,78271.91
TXN105504,CUST1385,Amber,Kim,"2023-11-11 00:00:00",2023,11,11,"2025-08-03 00:00:00",2025,8,3,543.45,Philippines,PHP,withdrawal,Electronics,"credit card",BDO,Failed,0,247274.08
TXN104524,CUST1078,Heather,Chavez,"2023-10-16 00:00:00",2023,10,16,"2022-12-03 00:00:00",2022,12,3,NULL,Philippines,PHP,Unknown,Investment,Unknown,RCBC,Completed,0,217541.53
TXN105937,CUST1579,Jordan,Parsons,"2023-07-13 03:10:00",2023,7,13,"2025-07-03 00:00:00",2025,7,3,NULL,Philippines,PHP,purchase,"ATM Withdrawal","Credit Card",Unknown,Failed,0,102130.06
TXN105695,CUST1240,Elizabeth,Mendez,"2024-05-27 00:00:00",2024,5,27,"2025-02-13 00:00:00",2025,2,13,1721.83,"United States",USD,deposit,"ATM Withdrawal","credit card",UnionBank,Unknown,Unknown,22767.81
TXN103275,CUST1511,Carolyn,Greer,"2023-12-05 00:00:00",2023,12,5,"2024-09-07 00:00:00",2024,9,7,1208.53,Japan,JPY,purchase,Insurance,"Credit Card",RCBC,Completed,0,205778.68
TXN102403,CUST1641,Edwin,Richardson,"2024-08-17 09:10:00",2024,8,17,"2025-06-15 00:00:00",2025,6,15,393.41,"United States",USD,purchase,Unknown,E-Wallet,OCBC,Completed,0,14125.27
TXN103592,CUST1125,Sandra,Gilbert,"2023-01-16 00:00:00",2023,1,16,"2024-01-23 00:00:00",2024,1,23,362.31,Philippines,PHP,purchase,Groceries,"Bank Transfer",DBS,Failed,0,89781.37
TXN101314,CUST1336,NICOLE,PHILLIPS,"2023-07-16 00:00:00",2023,7,16,"2024-03-27 00:00:00",2024,3,27,354.19,"United States",USD,withdrawal,Fuel,GCash,Unknown,failed,0,9873.99
TXN104560,CUST1739,JOHN,MACK,"2025-10-22 00:00:00",2025,10,22,"2025-05-18 00:00:00",2025,5,18,NULL,Japan,JPY,deposit,Other,"Credit Card",BPI,Completed,Unknown,216492.40
TXN101047,CUST1349,amanda,pratt,"2026-04-18 00:00:00",2026,4,18,"2025-09-16 00:00:00",2025,9,16,544.78,"United States",USD,purchase,Utilities,E-Wallet,UnionBank,Completed,0,152172.35
TXN103247,CUST1708,James,Hernandez,"2023-05-28 00:00:00",2023,5,28,"2024-12-24 00:00:00",2024,12,24,1013.25,Singapore,SGD,fee,Electronics,"Debit Card",RCBC,failed,0,148324.51
TXN105598,CUST1023,Megan,Joyce,"2023-09-08 08:36:00",2023,9,8,"2023-05-17 00:00:00",2023,5,17,581.95,Unknown,Unknown,fee,Fashion,"Debit Card",BDO,Unknown,0,26841.12
TXN104066,CUST1060,Spencer,Johnston,"2025-12-04 00:00:00",2025,12,4,"2025-02-20 00:00:00",2025,2,20,461.60,Philippines,PHP,deposit,Fashion,Cash,Unknown,Completed,0,148785.77
TXN100810,CUST1700,Douglas,Lee,"2025-05-10 00:00:00",2025,5,10,"2024-10-20 00:00:00",2024,10,20,2451.06,Unknown,Unknown,deposit,dining,"Bank Transfer",OCBC,Failed,0,66629.08
TXN103741,CUST1805,Hunter,Bell,"2023-09-03 00:00:00",2023,9,3,"2022-10-20 00:00:00",2022,10,20,454.60,Philippines,PHP,fee,Subscriptions,"Debit Card",Unknown,Completed,0,43915.61
TXN102479,CUST1694,Robert,Williams,"2023-02-26 00:00:00",2023,2,26,"2025-02-11 00:00:00",2025,2,11,414.33,"United States",USD,withdrawal,Unknown,"Credit Card",BDO,Completed,Unknown,211031.31
TXN104203,CUST1749,Michael,Gregory,"2023-01-30 00:00:00",2023,1,30,"2025-08-16 00:00:00",2025,8,16,-725.08,"United States",USD,refund,Dining,E-Wallet,UnionBank,Failed,0,32311.18
TXN100179,CUST1104,ANDREW,MD,"2025-02-05 17:41:00",2025,2,5,"2025-09-09 00:00:00",2025,9,9,NULL,Singapore,SGD,transfer,Entertainment,"credit card",Landbank,failed,0,85530.48
TXN101368,CUST1350,Roger,Duncan,"2024-07-11 02:53:00",2024,7,11,"2023-04-15 00:00:00",2023,4,15,332.89,"United States",USD,withdrawal,Entertainment,Unknown,Metrobank,Unknown,0,17554.12
TXN102668,CUST1033,Benjamin,Sanchez,"2025-09-22 00:00:00",2025,9,22,"2025-12-12 00:00:00",2025,12,12,4018.13,Philippines,PHP,purchase,Groceries,"Debit Card",Metrobank,Pending,Unknown,104637.04
TXN101520,CUST1789,Chad,Farmer,"2023-06-20 00:00:00",2023,6,20,"2024-03-25 00:00:00",2024,3,25,983.98,Unknown,Unknown,purchase,Entertainment,Cash,Unknown,Failed,0,189799.47
TXN104031,CUST1428,Monica,Dodson,"2025-09-27 15:38:00",2025,9,27,"2024-11-14 00:00:00",2024,11,14,1271.31,Singapore,SGD,Unknown,Insurance,Cash,UnionBank,Unknown,0,5251.33
TXN105709,CUST1411,Ryan,Green,"2025-08-10 00:00:00",2025,8,10,"2025-06-29 00:00:00",2025,6,29,367.73,Philippines,PHP,withdrawal,Fuel,"Debit Card",RCBC,Completed,1,15351.79
TXN101205,CUST1284,Jill,Juarez,"2025-12-06 00:00:00",2025,12,6,"2024-06-14 00:00:00",2024,6,14,467.73,Singapore,SGD,fee,"ATM Withdrawal",PayMaya,BDO,Reversed,1,53392.52
TXN102332,CUST1039,Andrew,Diaz,"2025-03-16 00:00:00",2025,3,16,"2024-11-02 00:00:00",2024,11,2,3859.88,"United States",USD,deposit,Entertainment,"Debit Card",BPI,Completed,1,71658.85
TXN105987,CUST1225,WILLIAM,EVANS,"2025-07-23 00:00:00",2025,7,23,"2023-09-22 00:00:00",2023,9,22,422.79,"United States",USD,fee,"Government Fees",Unknown,RCBC,Failed,0,173355.69
TXN103849,CUST1395,Jennifer,Avila,"2024-09-07 00:00:00",2024,9,7,"2023-12-21 00:00:00",2023,12,21,605.36,"United States",USD,deposit,Insurance,"Debit Card",BDO,failed,0,160886.93
TXN104226,CUST1524,Kyle,Davis,"2025-02-09 00:00:00",2025,2,9,"2025-01-14 00:00:00",2025,1,14,635.19,Philippines,PHP,withdrawal,"Government Fees","Credit Card",Chase,Completed,Unknown,70393.46
TXN100955,CUST1429,Danielle,Steele,"2024-01-02 00:00:00",2024,1,2,"2024-07-25 00:00:00",2024,7,25,633.00,"United States",USD,withdrawal,Entertainment,"Debit Card",BDO,Unknown,0,NULL
TXN100859,CUST1378,Sarah,Valencia,"2025-10-30 00:00:00",2025,10,30,"2024-07-21 00:00:00",2024,7,21,95.88,"United States",USD,purchase,Entertainment,Cash,RCBC,Reversed,1,1302.96
TXN102033,CUST1324,Jennifer,Donaldson,"2026-01-19 00:00:00",2026,1,19,"2023-09-08 00:00:00",2023,9,8,-267.40,"United States",USD,refund,"Government Fees",Cash,BPI,Completed,Unknown,33685.94
TXN101315,CUST1874,Christian,Park,"2024-10-14 09:32:00",2024,10,14,"2023-05-10 00:00:00",2023,5,10,106.35,"United States",USD,deposit,Healthcare,"Debit Card",Unknown,Reversed,0,32402.77
TXN102399,CUST1176,Susan,Smith,"2023-09-24 00:00:00",2023,9,24,"2024-08-20 00:00:00",2024,8,20,NULL,Singapore,SGD,transfer,Groceries,Unknown,Chase,failed,0,120399.71
TXN105116,CUST1285,Ashley,Davis,"2023-06-27 00:00:00",2023,6,27,"2022-07-19 00:00:00",2022,7,19,611.01,Philippines,PHP,withdrawal,Unknown,E-Wallet,OCBC,Pending,Unknown,106754.21
TXN103904,CUST1015,James,Martin,"2023-01-21 00:00:00",2023,1,21,"2025-10-03 00:00:00",2025,10,3,601.19,Japan,JPY,purchase,Unknown,"Credit Card",Unknown,Completed,1,192221.06
TXN104958,CUST1231,victor,morris,"2023-02-18 00:00:00",2023,2,18,"2023-04-26 00:00:00",2023,4,26,411.62,"United States",USD,purchase,Education,"Bank Transfer",Landbank,Completed,0,153246.16
TXN101366,CUST1227,Regina,Roberts,"2024-02-03 00:00:00",2024,2,3,"2024-10-19 00:00:00",2024,10,19,214.37,Philippines,PHP,deposit,"Government Fees",PayMaya,Landbank,Completed,0,155512.47
TXN103043,CUST1234,Frances,Gibson,"2025-12-17 20:34:00",2025,12,17,"2024-02-22 00:00:00",2024,2,22,-799.99,Japan,JPY,refund,Groceries,Unknown,OCBC,failed,0,189210.84
TXN103924,CUST1415,Daniel,Turner,"2025-08-02 00:00:00",2025,8,2,"2026-01-01 00:00:00",2026,1,1,672.97,Philippines,PHP,purchase,Travel,E-Wallet,RCBC,failed,0,212180.22
TXN104851,CUST1194,Deborah,Green,"2024-06-03 00:00:00",2024,6,3,"2024-12-06 00:00:00",2024,12,6,4134.37,Philippines,PHP,purchase,Entertainment,"Debit Card",Metrobank,failed,Unknown,NULL
TXN102506,CUST1853,Jordan,Nelson,"2024-01-09 12:26:00",2024,1,9,"2025-03-10 00:00:00",2025,3,10,1058.19,"United States",USD,purchase,"Government Fees",E-Wallet,RCBC,failed,0,NULL
TXN100462,CUST1211,Kathy,Levy,"2023-06-29 00:00:00",2023,6,29,"2024-03-27 00:00:00",2024,3,27,-2647.40,Japan,JPY,refund,dining,Cash,BDO,Reversed,0,16806.41
TXN101573,CUST1192,Christian,Cole,"2026-06-08 00:00:00",2026,6,8,"2024-05-10 00:00:00",2024,5,10,557.57,Unknown,Unknown,purchase,Investment,"Debit Card",Chase,Completed,0,125339.68
TXN100308,CUST1694,Robert,Williams,"2026-01-03 04:47:00",2026,1,3,"2025-02-11 00:00:00",2025,2,11,189.98,"United States",USD,deposit,Other,E-Wallet,Unknown,Completed,1,120544.46
TXN102121,CUST1130,Ashley,Delacruz,"2026-02-18 00:00:00",2026,2,18,"2024-07-25 00:00:00",2024,7,25,4852.20,Philippines,PHP,deposit,Insurance,"Credit Card",Unknown,failed,0,115494.14
TXN100579,CUST1858,Natasha,Payne,"2023-12-12 00:00:00",2023,12,12,"2023-05-06 00:00:00",2023,5,6,1320.34,Singapore,SGD,Unknown,Fashion,"Credit Card",Unknown,Pending,Unknown,42286.90
TXN104201,CUST1833,Rachel,Taylor,"2024-11-21 00:00:00",2024,11,21,"2024-07-08 00:00:00",2024,7,8,323.02,"United States",USD,transfer,Insurance,"Bank Transfer",Unknown,Completed,0,82689.46
TXN101705,CUST1775,Mark,Jones,"2024-01-11 00:00:00",2024,1,11,"2024-08-07 00:00:00",2024,8,7,-1632.08,Philippines,PHP,refund,Insurance,"credit card",DBS,Unknown,0,226137.76
TXN103786,CUST1048,Cheryl,Ortega,"2026-04-16 00:00:00",2026,4,16,"2024-06-30 00:00:00",2024,6,30,653.38,"United States",USD,transfer,Other,PayMaya,BDO,Unknown,0,33167.35
TXN104613,CUST1765,Gregory,Madden,"2024-08-10 00:00:00",2024,8,10,"2025-12-23 00:00:00",2025,12,23,481.05,"United States",USD,purchase,Other,"Credit Card",BPI,Completed,0,18705.60
TXN102994,CUST1416,Sara,Hoffman,"2025-11-05 12:46:00",2025,11,5,"2023-09-06 00:00:00",2023,9,6,8130.75,Philippines,PHP,transfer,Education,Cash,Landbank,Completed,0,47530.71
TXN102037,CUST1181,Paul,Kelly,"2024-04-01 00:00:00",2024,4,1,"2022-11-13 00:00:00",2022,11,13,98.91,Singapore,SGD,Unknown,Fashion,"Debit Card",Unknown,Pending,0,40783.73
TXN104820,CUST1214,Diana,Hays,"2023-10-19 00:00:00",2023,10,19,"2025-04-14 00:00:00",2025,4,14,1075.80,Philippines,PHP,withdrawal,Utilities,PayMaya,BDO,Unknown,1,152587.35
TXN105715,CUST1771,Christopher,Knox,"2024-06-03 00:00:00",2024,6,3,"2025-12-25 00:00:00",2025,12,25,-513.87,Philippines,PHP,refund,Insurance,GCash,Metrobank,Pending,0,228811.65
TXN102095,CUST1487,Kara,Ferguson,"2023-01-11 00:00:00",2023,1,11,"2023-07-15 00:00:00",2023,7,15,-722.95,Philippines,PHP,refund,Groceries,"Debit Card",Chase,Unknown,0,187944.09
TXN100870,CUST1266,Lauren,Cortez,"2025-01-13 00:00:00",2025,1,13,"2024-07-01 00:00:00",2024,7,1,NULL,"United States",USD,refund,Dining,"credit card",DBS,Completed,0,197259.43
TXN104821,CUST1154,maria,hernandez,"2024-06-17 01:46:00",2024,6,17,"2023-01-15 00:00:00",2023,1,15,4995.26,"United States",USD,purchase,Groceries,"Bank Transfer",Chase,failed,0,23221.01
TXN104485,CUST1834,David,Reeves,"2025-03-12 00:00:00",2025,3,12,"2024-02-01 00:00:00",2024,2,1,NULL,Japan,JPY,transfer,Dining,"Debit Card",BDO,Completed,Unknown,NULL
